k,Up_est,Up_low,Up_up,Up_true,SOC_est,SOC_low,SOC_up,SOC_true,Vol,y_est,y_low,y_up,y_true
6694,0.0564835,nan,nan,0.0564623,-5.55527,nan,nan,0.306371,3.37389,2668.94,nan,nan,3.36506
6695,0.0570904,nan,nan,0.0571533,-5.55527,nan,nan,0.305951,3.37364,2667.03,nan,nan,3.36363
6696,0.0576772,nan,nan,0.0576764,-5.55527,nan,nan,0.305669,3.37299,2665.54,nan,nan,3.36364
6697,0.0582451,nan,nan,0.0582448,-5.55527,nan,nan,0.305316,3.62684,1993.93,nan,nan,3.61523
6698,0.0553523,nan,nan,0.0553772,-5.55487,nan,nan,0.30547,3.63078,1443.65,nan,nan,3.61692
6699,0.0525543,nan,nan,0.0525096,-5.55454,nan,nan,0.305608,3.63348,992.853,nan,nan,3.61967
6700,0.049848,nan,nan,0.0498379,-5.55427,nan,nan,0.305659,3.63595,623.488,nan,nan,3.62189
6701,0.0472304,nan,nan,0.0471869,-5.55405,nan,nan,0.305894,3.63819,320.804,nan,nan,3.6258
6702,0.0446987,nan,nan,0.0445624,-5.55387,nan,nan,0.306123,3.6404,72.7004,nan,nan,3.62789
6703,0.0422497,nan,nan,0.0421031,-5.55373,nan,nan,0.306312,3.64184,-130.621,nan,nan,3.63012
6704,0.0398813,nan,nan,0.039726,-5.55361,nan,nan,0.306383,3.64373,-297.285,nan,nan,3.63375
6705,0.0375904,nan,nan,0.0375243,-5.55351,nan,nan,0.306622,3.50033,-52.3244,nan,nan,3.49041
6706,0.0373418,nan,nan,0.0373487,-5.55365,nan,nan,0.306391,3.4996,148.718,nan,nan,3.49052
6707,0.0371014,nan,nan,0.0370585,-5.55377,nan,nan,0.306158,3.49921,313.572,nan,nan,3.49159
6708,0.0368686,nan,nan,0.0368617,-5.55387,nan,nan,0.305934,3.49874,448.771,nan,nan,3.49171
6709,0.0366435,nan,nan,0.0366237,-5.55395,nan,nan,0.305868,3.49861,559.714,nan,nan,3.49259
6710,0.0364261,nan,nan,0.0364344,-5.55402,nan,nan,0.305634,3.4984,650.622,nan,nan,3.49131
6711,0.0362155,nan,nan,0.0362787,-5.55407,nan,nan,0.305395,3.49822,725.203,nan,nan,3.4918
6712,0.0360119,nan,nan,0.0360257,-5.55412,nan,nan,0.305193,3.49798,786.323,nan,nan,3.49209
6713,0.0358149,nan,nan,0.0357968,-5.55415,nan,nan,0.305121,3.49796,836.475,nan,nan,3.49214
6714,0.0356245,nan,nan,0.0355658,-5.55418,nan,nan,0.304931,3.49763,877.562,nan,nan,3.49216
6715,0.0354401,nan,nan,0.0353646,-5.55421,nan,nan,0.304844,3.4977,911.251,nan,nan,3.49296
6716,0.0352618,nan,nan,0.0351993,-5.55423,nan,nan,0.304684,3.49762,938.874,nan,nan,3.49364
6717,0.0350894,nan,nan,0.0349478,-5.55424,nan,nan,0.304618,3.49749,961.557,nan,nan,3.49307
6718,0.0349228,nan,nan,0.0347453,-5.55426,nan,nan,0.304476,3.49739,980.121,nan,nan,3.4939
6719,0.0347614,nan,nan,0.0346046,-5.55427,nan,nan,0.304432,3.49731,995.341,nan,nan,3.49296
6720,0.0346054,nan,nan,0.0344708,-5.55428,nan,nan,0.304365,3.49734,1007.82,nan,nan,3.4937
6721,0.0344545,nan,nan,0.034313,-5.55428,nan,nan,0.304172,3.49728,1018.09,nan,nan,3.49446
6722,0.0343087,nan,nan,0.034188,-5.55429,nan,nan,0.303944,3.49715,1026.54,nan,nan,3.493
6723,0.0341678,nan,nan,0.0341418,-5.5543,nan,nan,0.303867,3.497,1033.43,nan,nan,3.49409
6724,0.0340314,nan,nan,0.0340645,-5.5543,nan,nan,0.303662,3.49703,1039.09,nan,nan,3.49388
6725,0.0338995,nan,nan,0.0340035,-5.5543,nan,nan,0.303447,3.49707,1043.72,nan,nan,3.49429
6726,0.0337719,nan,nan,0.0339447,-5.55431,nan,nan,0.303358,3.49699,1047.49,nan,nan,3.4931
6727,0.0336483,nan,nan,0.0337164,-5.55431,nan,nan,0.303165,3.49686,1050.61,nan,nan,3.49429
6728,0.0335289,nan,nan,0.0335342,-5.55431,nan,nan,0.303059,3.4971,1053.14,nan,nan,3.49346
6729,0.0334132,nan,nan,0.0333778,-5.55431,nan,nan,0.302872,3.49676,1055.21,nan,nan,3.49409
6730,0.0333014,nan,nan,0.0331753,-5.55431,nan,nan,0.302684,3.49674,1056.9,nan,nan,3.49495
6731,0.0331932,nan,nan,0.0329917,-5.55431,nan,nan,0.302543,3.49683,1058.29,nan,nan,3.49551
6732,0.0330886,nan,nan,0.032855,-5.55431,nan,nan,0.302313,3.49681,1059.44,nan,nan,3.49457
6733,0.0329874,nan,nan,0.0328581,-5.55431,nan,nan,0.302233,3.4967,1060.41,nan,nan,3.4948
6734,0.0328897,nan,nan,0.03279,-5.55432,nan,nan,0.302144,3.49665,1061.2,nan,nan,3.4953
6735,0.0327952,nan,nan,0.0326998,-5.55432,nan,nan,0.30196,3.49639,1061.85,nan,nan,3.49541
6736,0.0327038,nan,nan,0.0325518,-5.55432,nan,nan,0.301809,3.70905,489.109,nan,nan,3.71055
6737,0.0296647,nan,nan,0.0295329,-5.55397,nan,nan,0.302059,3.71406,19.6835,nan,nan,3.71415
6738,0.0267251,nan,nan,0.026647,-5.55369,nan,nan,0.302281,3.71746,-364.991,nan,nan,3.71635
6739,0.0238817,nan,nan,0.023822,-5.55347,nan,nan,0.302524,3.72001,-680.198,nan,nan,3.71979
6740,0.0211317,nan,nan,0.0210006,-5.55328,nan,nan,0.302799,3.72234,-938.508,nan,nan,3.72263
6741,0.018472,nan,nan,0.0183004,-5.55312,nan,nan,0.303116,3.7244,-1150.27,nan,nan,3.72531
6742,0.0158993,nan,nan,0.0156856,-5.553,nan,nan,0.303449,3.7264,-1323.94,nan,nan,3.72774
6743,0.0134106,nan,nan,0.0131654,-5.55289,nan,nan,0.303774,3.72817,-1466.24,nan,nan,3.7311
6744,0.0110039,nan,nan,0.0106865,-5.55281,nan,nan,0.304101,3.58779,-1202,nan,nan,3.58987
6745,0.0106432,nan,nan,0.0104109,-5.55297,nan,nan,0.304067,3.58623,-985.117,nan,nan,3.58919
6746,0.0102943,nan,nan,0.0101111,-5.5531,nan,nan,0.303972,3.58547,-807.223,nan,nan,3.59012
6747,0.0099568,nan,nan,0.00986456,-5.5532,nan,nan,0.30405,3.58532,-661.316,nan,nan,3.59126
6748,0.00963039,nan,nan,0.00947187,-5.55329,nan,nan,0.304112,3.58497,-541.651,nan,nan,3.59171
6749,0.00931469,nan,nan,0.00923726,-5.55336,nan,nan,0.304014,3.58504,-443.513,nan,nan,3.59171
6750,0.00900934,nan,nan,0.00903347,-5.55342,nan,nan,0.303929,3.58501,-363.032,nan,nan,3.59112
6751,0.008714,nan,nan,0.00878231,-5.55347,nan,nan,0.303839,3.58518,-297.033,nan,nan,3.59105
6752,0.00842834,nan,nan,0.00846633,-5.55351,nan,nan,0.303841,3.58487,-242.912,nan,nan,3.59181
6753,0.00815204,nan,nan,0.00816822,-5.55354,nan,nan,0.303915,3.58515,-198.532,nan,nan,3.59266
6754,0.0078848,nan,nan,0.00798234,-5.55356,nan,nan,0.304004,3.58521,-162.14,nan,nan,3.59279
6755,0.00762633,nan,nan,0.00780163,-5.55359,nan,nan,0.30391,3.58489,-132.3,nan,nan,3.5926
6756,0.00737633,nan,nan,0.00753795,-5.5536,nan,nan,0.303891,3.58505,-107.831,nan,nan,3.59314
6757,0.00713452,nan,nan,0.00737339,-5.55362,nan,nan,0.303983,3.58522,-87.7669,nan,nan,3.59242
6758,0.00690064,nan,nan,0.00704573,-5.55363,nan,nan,0.303966,3.58526,-71.3152,nan,nan,3.59236
6759,0.00667443,nan,nan,0.00683508,-5.55364,nan,nan,0.304041,3.58551,-57.8254,nan,nan,3.59282
6760,0.00645564,nan,nan,0.00659591,-5.55365,nan,nan,0.303958,3.58546,-46.7643,nan,nan,3.59293
6761,0.00624401,nan,nan,0.00632629,-5.55366,nan,nan,0.30404,3.58584,-37.6947,nan,nan,3.59475
6762,0.00603933,nan,nan,0.00607797,-5.55366,nan,nan,0.304067,3.58569,-30.2581,nan,nan,3.59345
6763,0.00584136,nan,nan,0.00588987,-5.55367,nan,nan,0.304132,3.58592,-24.1604,nan,nan,3.59465
6764,0.00564987,nan,nan,0.00579512,-5.55367,nan,nan,0.304204,3.5857,-19.1606,nan,nan,3.59405
6765,0.00546467,nan,nan,0.00551189,-5.55367,nan,nan,0.304159,3.58598,-15.0611,nan,nan,3.5941
6766,0.00528553,nan,nan,0.00536516,-5.55367,nan,nan,0.30407,3.58631,-11.6997,nan,nan,3.59407
6767,0.00511227,nan,nan,0.00510176,-5.55368,nan,nan,0.304,3.58619,-8.94347,nan,nan,3.59569
6768,0.00494469,nan,nan,0.00485818,-5.55368,nan,nan,0.30407,3.58615,-6.64908,nan,nan,3.59541
6769,0.00478278,nan,nan,0.00472105,-5.55368,nan,nan,0.303977,3.58647,-4.80228,nan,nan,3.59458
6770,0.004626,nan,nan,0.00452498,-5.55368,nan,nan,0.30388,3.58644,-3.28798,nan,nan,3.59476
6771,0.00447436,nan,nan,0.00435804,-5.55368,nan,nan,0.303926,3.58646,-2.04634,nan,nan,3.59602
6772,0.00432769,nan,nan,0.00428701,-5.55368,nan,nan,0.303864,3.58657,-1.02828,nan,nan,3.59572
6773,0.00418583,nan,nan,0.00408099,-5.55368,nan,nan,0.303765,3.58665,-0.159047,nan,nan,3.59606
6774,0.0040488,nan,nan,0.00404274,-5.55368,nan,nan,0.303728,3.58681,0.519225,nan,nan,3.59534
6775,0.00391609,nan,nan,0.00390136,-5.55368,nan,nan,0.303812,3.58686,1.07538,nan,nan,3.59678
6776,0.00378772,nan,nan,0.0038379,-5.55368,nan,nan,0.303815,3.587,1.5314,nan,nan,3.59695
6777,0.00366356,nan,nan,0.00373242,-5.55368,nan,nan,0.303873,3.58721,1.90532,nan,nan,3.59601
6778,0.00354348,nan,nan,0.00366288,-5.55368,nan,nan,0.303943,3.58746,2.21196,nan,nan,3.59635
6779,0.00342733,nan,nan,0.00346162,-5.55368,nan,nan,0.304021,3.58742,2.46342,nan,nan,3.59601
6780,0.00331498,nan,nan,0.00344179,-5.55368,nan,nan,0.304042,3.58738,2.66959,nan,nan,3.5975
6781,0.00320632,nan,nan,0.0033512,-5.55368,nan,nan,0.304063,3.58756,2.83863,nan,nan,3.59738
6782,0.00310123,nan,nan,0.00331635,-5.55368,nan,nan,0.304126,3.58752,2.97726,nan,nan,3.59744
6783,0.00299958,nan,nan,0.00322918,-5.55368,nan,nan,0.304045,3.58766,3.09092,nan,nan,3.59694
6784,0.00290126,nan,nan,0.00306496,-5.55369,nan,nan,0.304065,3.58764,3.18046,nan,nan,3.59667
6785,0.00280614,nan,nan,0.00293013,-5.55369,nan,nan,0.30405,3.58766,3.25754,nan,nan,3.59826
6786,0.00271417,nan,nan,0.00274528,-5.55369,nan,nan,0.303986,3.58768,3.32074,nan,nan,3.59707
6787,0.0026252,nan,nan,0.00266954,-5.55369,nan,nan,0.304045,3.58798,3.37257,nan,nan,3.59838
6788,0.00253916,nan,nan,0.00264571,-5.55369,nan,nan,0.304126,3.58797,3.41511,nan,nan,3.59751
6789,0.00245593,nan,nan,0.00247957,-5.55369,nan,nan,0.304093,3.58807,3.48446,nan,nan,3.598
6790,0.00237561,nan,nan,0.00239192,-5.55369,nan,nan,0.304072,3.58829,3.50688,nan,nan,3.59826
6791,0.00229775,nan,nan,0.00240648,-5.55369,nan,nan,0.304068,3.58823,3.52529,nan,nan,3.59767
6792,0.00222244,nan,nan,0.00238181,-5.55369,nan,nan,0.303995,3.58851,3.54037,nan,nan,3.5983
6793,0.0021496,nan,nan,0.00221224,-5.55369,nan,nan,0.303968,3.58842,3.55278,nan,nan,3.5971
6794,0.00207915,nan,nan,0.00205673,-5.55369,nan,nan,0.304048,3.58879,3.56294,nan,nan,3.5991
6795,0.002011,nan,nan,0.00205747,-5.55369,nan,nan,0.304114,3.58852,3.57134,nan,nan,3.59829
6796,0.00194509,nan,nan,0.00205845,-5.55369,nan,nan,0.304159,3.58868,3.61264,nan,nan,3.59835
6797,0.00188152,nan,nan,0.0019506,-5.55369,nan,nan,0.304222,3.58889,3.61207,nan,nan,3.59816
6798,0.00181986,nan,nan,0.00189922,-5.55369,nan,nan,0.304304,3.58883,3.61163,nan,nan,3.59775
6799,0.00176021,nan,nan,0.00176557,-5.55369,nan,nan,0.304366,3.58894,3.61126,nan,nan,3.59932
6800,0.00170253,nan,nan,0.00173276,-5.55369,nan,nan,0.304317,3.58899,3.61097,nan,nan,3.59869
6801,0.00164673,nan,nan,0.00161185,-5.55369,nan,nan,0.304252,3.55382,99.033,nan,nan,3.56204
6802,0.00208445,nan,nan,0.00213354,-5.55374,nan,nan,0.304206,3.55297,177.313,nan,nan,3.56178
6803,0.00250782,nan,nan,0.00257385,-5.55379,nan,nan,0.304117,3.55265,241.435,nan,nan,3.56239
6804,0.00291695,nan,nan,0.00300965,-5.55383,nan,nan,0.30408,3.55248,294.05,nan,nan,3.56048
6805,0.00331285,nan,nan,0.00331657,-5.55386,nan,nan,0.303914,3.55179,337.228,nan,nan,3.56001
6806,0.00369595,nan,nan,0.00377888,-5.55388,nan,nan,0.303799,3.55156,372.667,nan,nan,3.55996
6807,0.00406666,nan,nan,0.00410105,-5.55391,nan,nan,0.303694,3.55137,401.691,nan,nan,3.55914
6808,0.00442505,nan,nan,0.00440128,-5.55392,nan,nan,0.303621,3.55121,425.49,nan,nan,3.5606
6809,0.00477168,nan,nan,0.00466985,-5.55394,nan,nan,0.303483,3.55087,444.969,nan,nan,3.55892
6810,0.00510677,nan,nan,0.00503124,-5.55395,nan,nan,0.303424,3.55047,461.009,nan,nan,3.5581
6811,0.00543124,nan,nan,0.00540322,-5.55396,nan,nan,0.303444,3.55028,474.092,nan,nan,3.55875
6812,0.00574471,nan,nan,0.00572483,-5.55397,nan,nan,0.303421,3.55012,484.854,nan,nan,3.55921
6813,0.00604808,nan,nan,0.00599523,-5.55397,nan,nan,0.303338,3.55021,493.643,nan,nan,3.55877
6814,0.00634133,nan,nan,0.00636041,-5.55398,nan,nan,0.303247,3.54982,500.884,nan,nan,3.55858
6815,0.00662514,nan,nan,0.00656999,-5.55398,nan,nan,0.303111,3.54966,506.752,nan,nan,3.55788
6816,0.00689929,nan,nan,0.00680302,-5.55399,nan,nan,0.303005,3.54959,511.598,nan,nan,3.55643
6817,0.00716463,nan,nan,0.00710025,-5.55399,nan,nan,0.302898,3.54939,515.605,nan,nan,3.55641
6818,0.00742145,nan,nan,0.00733158,-5.55399,nan,nan,0.302831,3.54904,518.926,nan,nan,3.55613
6819,0.00767003,nan,nan,0.00749311,-5.55399,nan,nan,0.302698,3.54929,521.579,nan,nan,3.55636
6820,0.00791011,nan,nan,0.00782617,-5.55399,nan,nan,0.302595,3.54898,523.755,nan,nan,3.55593
6821,0.00814231,nan,nan,0.00811346,-5.554,nan,nan,0.302582,3.54885,525.573,nan,nan,3.5548
6822,0.00836708,nan,nan,0.00839107,-5.554,nan,nan,0.302515,3.54873,527.064,nan,nan,3.5546
6823,0.00858448,nan,nan,0.00861956,-5.554,nan,nan,0.302402,3.54857,528.252,nan,nan,3.555
6824,0.00879457,nan,nan,0.00876357,-5.554,nan,nan,0.302233,3.54847,529.226,nan,nan,3.55587
6825,0.00899778,nan,nan,0.00892983,-5.554,nan,nan,0.302122,3.5484,530.024,nan,nan,3.55399
6826,0.00919432,nan,nan,0.00908001,-5.554,nan,nan,0.302138,3.54814,530.748,nan,nan,3.55384
6827,0.00938478,nan,nan,0.00924252,-5.554,nan,nan,0.30211,3.54807,531.307,nan,nan,3.55416
6828,0.00956882,nan,nan,0.00936605,-5.554,nan,nan,0.301949,3.54784,531.765,nan,nan,3.55495
6829,0.00974682,nan,nan,0.00953536,-5.554,nan,nan,0.301961,3.51212,627.71,nan,nan,3.51789
6830,0.010411,nan,nan,0.0102351,-5.55406,nan,nan,0.301815,3.5115,706.416,nan,nan,3.51737
6831,0.0110535,nan,nan,0.0108842,-5.5541,nan,nan,0.301582,3.51068,770.92,nan,nan,3.51747
6832,0.0116747,nan,nan,0.0115293,-5.55414,nan,nan,0.301522,3.51032,823.811,nan,nan,3.51681
6833,0.0122755,nan,nan,0.01221,-5.55417,nan,nan,0.301347,3.50951,867.215,nan,nan,3.51542
6834,0.0128568,nan,nan,0.0127379,-5.5542,nan,nan,0.301266,3.50933,902.769,nan,nan,3.51566
6835,0.0134189,nan,nan,0.0133665,-5.55422,nan,nan,0.301153,3.50865,931.989,nan,nan,3.51388
6836,0.0139629,nan,nan,0.0138483,-5.55424,nan,nan,0.301095,3.50848,955.914,nan,nan,3.51377
6837,0.0144889,nan,nan,0.0143306,-5.55425,nan,nan,0.300998,3.50803,975.495,nan,nan,3.5127
6838,0.0149974,nan,nan,0.014895,-5.55426,nan,nan,0.300773,3.50768,991.584,nan,nan,3.51195
6839,0.0154895,nan,nan,0.0154471,-5.55427,nan,nan,0.300734,3.50732,1004.74,nan,nan,3.51255
6840,0.0159653,nan,nan,0.0158532,-5.55428,nan,nan,0.300637,3.50686,1015.56,nan,nan,3.51161
6841,0.0164256,nan,nan,0.0162632,-5.55429,nan,nan,0.300519,3.61409,737.665,nan,nan,3.61922
6842,0.0153951,nan,nan,0.0152279,-5.55412,nan,nan,0.30053,3.61599,509.818,nan,nan,3.61961
6843,0.0143983,nan,nan,0.0141883,-5.55399,nan,nan,0.300622,3.61699,323.064,nan,nan,3.62029
6844,0.0134343,nan,nan,0.0131787,-5.55388,nan,nan,0.300788,3.61792,170.017,nan,nan,3.62273
6845,0.012502,nan,nan,0.0122463,-5.55378,nan,nan,0.300937,3.61878,44.5561,nan,nan,3.62286
6846,0.0116003,nan,nan,0.01132,-5.55371,nan,nan,0.301018,3.61982,-58.2604,nan,nan,3.62474
6847,0.0107283,nan,nan,0.0103763,-5.55365,nan,nan,0.301005,3.62084,-142.655,nan,nan,3.62427
6848,0.00988442,nan,nan,0.00964118,-5.5536,nan,nan,0.301086,3.6213,-211.776,nan,nan,3.62629
6849,0.00906853,nan,nan,0.0088254,-5.55356,nan,nan,0.301143,3.58589,-173.03,nan,nan,3.59037
6850,0.00877124,nan,nan,0.00862831,-5.55358,nan,nan,0.301227,3.58603,-141.229,nan,nan,3.59131
6851,0.00848371,nan,nan,0.00834815,-5.5536,nan,nan,0.301178,3.5859,-115.152,nan,nan,3.59046
6852,0.0082056,nan,nan,0.00806744,-5.55361,nan,nan,0.301225,3.58613,-93.77,nan,nan,3.59204
6853,0.0079366,nan,nan,0.00787787,-5.55363,nan,nan,0.30113,3.58643,-76.2373,nan,nan,3.59224
6854,0.00767643,nan,nan,0.00755901,-5.55364,nan,nan,0.301124,3.58635,-61.8611,nan,nan,3.59216
6855,0.00742479,nan,nan,0.00721802,-5.55365,nan,nan,0.301176,3.58664,-50.0733,nan,nan,3.59268
6856,0.00718139,nan,nan,0.00702688,-5.55365,nan,nan,0.301121,3.58651,-40.4077,nan,nan,3.59203
6857,0.00694598,nan,nan,0.00676843,-5.55366,nan,nan,0.301174,3.58701,-32.4824,nan,nan,3.59165
6858,0.00671828,nan,nan,0.00662178,-5.55366,nan,nan,0.301273,3.58686,-25.984,nan,nan,3.59378
6859,0.00649805,nan,nan,0.00647613,-5.55367,nan,nan,0.301174,3.58703,-20.6557,nan,nan,3.59292
6860,0.00628503,nan,nan,0.00630743,-5.55367,nan,nan,0.301227,3.58723,-16.2867,nan,nan,3.59247
6861,0.00607901,nan,nan,0.00614367,-5.55367,nan,nan,0.301192,3.58731,-12.7043,nan,nan,3.59377
6862,0.00587973,nan,nan,0.00590582,-5.55368,nan,nan,0.301214,3.5873,-9.76702,nan,nan,3.59305
6863,0.00568699,nan,nan,0.00562814,-5.55368,nan,nan,0.301273,3.58763,-7.35859,nan,nan,3.59459
6864,0.00550057,nan,nan,0.00550653,-5.55368,nan,nan,0.30136,3.58767,-5.38376,nan,nan,3.59389
6865,0.00532026,nan,nan,0.00526562,-5.55368,nan,nan,0.301351,3.55155,91.6566,nan,nan,3.55769
6866,0.00563754,nan,nan,0.00568459,-5.55374,nan,nan,0.301362,3.55156,171.229,nan,nan,3.558
6867,0.00594425,nan,nan,0.00591198,-5.55379,nan,nan,0.301379,3.5509,236.516,nan,nan,3.5581
6868,0.00624108,nan,nan,0.00627597,-5.55382,nan,nan,0.3013,3.55047,290.05,nan,nan,3.55805
6869,0.00652818,nan,nan,0.00649257,-5.55386,nan,nan,0.301134,3.55042,333.948,nan,nan,3.55788
6870,0.00680586,nan,nan,0.00676429,-5.55388,nan,nan,0.301017,3.55008,369.943,nan,nan,3.55752
6871,0.00707444,nan,nan,0.00704792,-5.5539,nan,nan,0.300992,3.55,399.423,nan,nan,3.5573
6872,0.00733404,nan,nan,0.0074031,-5.55392,nan,nan,0.300977,3.54948,423.63,nan,nan,3.55675
6873,0.00758531,nan,nan,0.00769555,-5.55394,nan,nan,0.300841,3.54943,443.478,nan,nan,3.5551
6874,0.00782834,nan,nan,0.00788606,-5.55395,nan,nan,0.300829,3.54925,459.786,nan,nan,3.55517
6875,0.00806358,nan,nan,0.00807527,-5.55396,nan,nan,0.30069,3.54885,473.158,nan,nan,3.55473
6876,0.00829111,nan,nan,0.00832547,-5.55397,nan,nan,0.300597,3.54882,484.054,nan,nan,3.5559
6877,0.00851082,nan,nan,0.0084709,-5.55397,nan,nan,0.300463,3.54855,493.021,nan,nan,3.55418
6878,0.00872351,nan,nan,0.00867336,-5.55398,nan,nan,0.300304,3.54852,500.374,nan,nan,3.55413
6879,0.00892922,nan,nan,0.0089519,-5.55398,nan,nan,0.300151,3.54818,506.437,nan,nan,3.55421
6880,0.00912837,nan,nan,0.00908766,-5.55399,nan,nan,0.30001,3.54827,511.408,nan,nan,3.55369
6881,0.00932099,nan,nan,0.00918353,-5.55399,nan,nan,0.299855,3.54819,515.45,nan,nan,3.55321
6882,0.00950711,nan,nan,0.00946258,-5.55399,nan,nan,0.299742,3.54807,518.764,nan,nan,3.55304
6883,0.00968714,nan,nan,0.00959355,-5.55399,nan,nan,0.299706,3.54771,521.481,nan,nan,3.55241
6884,0.00986126,nan,nan,0.00975009,-5.55399,nan,nan,0.299694,3.54764,523.708,nan,nan,3.55263
6885,0.0100297,nan,nan,0.00998327,-5.554,nan,nan,0.299556,3.54773,525.5,nan,nan,3.55321
6886,0.0101924,nan,nan,0.010115,-5.554,nan,nan,0.299532,3.54749,526.97,nan,nan,3.55197
6887,0.0103498,nan,nan,0.0103083,-5.554,nan,nan,0.29955,3.5475,528.209,nan,nan,3.55188
6888,0.0105022,nan,nan,0.0105167,-5.554,nan,nan,0.299563,3.5474,529.19,nan,nan,3.55233
6889,0.0106494,nan,nan,0.0106915,-5.554,nan,nan,0.299543,3.54705,530.029,nan,nan,3.55282
6890,0.010792,nan,nan,0.0108487,-5.554,nan,nan,0.299562,3.54702,530.717,nan,nan,3.55119
6891,0.0109299,nan,nan,0.0109636,-5.554,nan,nan,0.299485,3.54716,531.247,nan,nan,3.55235
6892,0.0110631,nan,nan,0.0111407,-5.554,nan,nan,0.299378,3.54686,531.75,nan,nan,3.5511
6893,0.0111923,nan,nan,0.0111805,-5.554,nan,nan,0.299351,3.54686,532.163,nan,nan,3.55076
6894,0.0113172,nan,nan,0.011271,-5.554,nan,nan,0.299189,3.5468,532.432,nan,nan,3.55077
6895,0.0114377,nan,nan,0.0114756,-5.554,nan,nan,0.29902,3.54659,532.687,nan,nan,3.55214
6896,0.0115545,nan,nan,0.0115326,-5.554,nan,nan,0.299027,3.54652,532.897,nan,nan,3.55179
6897,0.0116674,nan,nan,0.0116558,-5.554,nan,nan,0.298858,3.54664,533.068,nan,nan,3.5521
6898,0.0117766,nan,nan,0.0117137,-5.554,nan,nan,0.298788,3.54629,533.209,nan,nan,3.5517
6899,0.0118822,nan,nan,0.0117873,-5.554,nan,nan,0.298645,3.54628,533.324,nan,nan,3.55081
6900,0.0119844,nan,nan,0.0118918,-5.554,nan,nan,0.298575,3.5463,533.419,nan,nan,3.5515
6901,0.0120832,nan,nan,0.0119409,-5.554,nan,nan,0.298461,3.54642,533.462,nan,nan,3.55022
6902,0.0121786,nan,nan,0.0121185,-5.554,nan,nan,0.298345,3.54621,533.532,nan,nan,3.54953
6903,0.012271,nan,nan,0.0122787,-5.554,nan,nan,0.298318,3.54604,533.554,nan,nan,3.55006
6904,0.0123602,nan,nan,0.0123629,-5.554,nan,nan,0.298207,3.5459,533.573,nan,nan,3.55067
6905,0.0124466,nan,nan,0.0124945,-5.554,nan,nan,0.298155,3.54601,533.588,nan,nan,3.55065
6906,0.01253,nan,nan,0.0126124,-5.554,nan,nan,0.298005,3.54576,533.635,nan,nan,3.5504
6907,0.012611,nan,nan,0.0127768,-5.554,nan,nan,0.297879,3.54578,533.674,nan,nan,3.54939
6908,0.0126892,nan,nan,0.0129369,-5.554,nan,nan,0.297722,3.54574,533.671,nan,nan,3.55008
6909,0.0127647,nan,nan,0.0130755,-5.554,nan,nan,0.297643,3.54551,533.703,nan,nan,3.54992
6910,0.012838,nan,nan,0.0130995,-5.554,nan,nan,0.297522,3.54551,533.729,nan,nan,3.54884
6911,0.0129088,nan,nan,0.013175,-5.554,nan,nan,0.297485,3.5454,533.751,nan,nan,3.54898
6912,0.0129773,nan,nan,0.0131812,-5.554,nan,nan,0.297487,3.54538,533.734,nan,nan,3.54889
6913,0.0130434,nan,nan,0.0131643,-5.554,nan,nan,0.29743,3.54542,533.72,nan,nan,3.54908
6914,0.0131073,nan,nan,0.0131426,-5.554,nan,nan,0.297444,3.54527,533.743,nan,nan,3.54972
6915,0.0131693,nan,nan,0.0131037,-5.554,nan,nan,0.297458,3.54538,533.728,nan,nan,3.5489
6916,0.0132291,nan,nan,0.0130723,-5.554,nan,nan,0.297403,3.54534,533.749,nan,nan,3.54847
6917,0.0132871,nan,nan,0.0131599,-5.554,nan,nan,0.29739,3.54496,533.802,nan,nan,3.54824
6918,0.0133434,nan,nan,0.0131993,-5.554,nan,nan,0.297414,3.54504,533.81,nan,nan,3.54881
6919,0.0133976,nan,nan,0.0133217,-5.554,nan,nan,0.297382,3.5449,533.817,nan,nan,3.54929
6920,0.0134501,nan,nan,0.01337,-5.554,nan,nan,0.29733,3.54486,533.823,nan,nan,3.54841
6921,0.0135009,nan,nan,0.0134654,-5.554,nan,nan,0.297235,3.54507,533.793,nan,nan,3.54854
6922,0.0135498,nan,nan,0.0135761,-5.554,nan,nan,0.29707,3.54475,533.803,nan,nan,3.5485
6923,0.0135973,nan,nan,0.0135834,-5.554,nan,nan,0.297084,3.54474,533.811,nan,nan,3.54905
6924,0.0136432,nan,nan,0.0136739,-5.554,nan,nan,0.296945,3.5449,533.818,nan,nan,3.5489
6925,0.0136876,nan,nan,0.0136943,-5.554,nan,nan,0.296829,3.54468,533.789,nan,nan,3.54922
6926,0.0137304,nan,nan,0.013742,-5.554,nan,nan,0.29682,3.54445,533.765,nan,nan,3.54786
6927,0.0137718,nan,nan,0.0137112,-5.554,nan,nan,0.296797,3.5446,533.78,nan,nan,3.5488
6928,0.013812,nan,nan,0.0137963,-5.554,nan,nan,0.296806,3.54446,533.758,nan,nan,3.54757
6929,0.0138507,nan,nan,0.0137545,-5.554,nan,nan,0.296826,3.5444,533.739,nan,nan,3.54827
6930,0.0138882,nan,nan,0.0138092,-5.554,nan,nan,0.296765,3.54449,533.724,nan,nan,3.54871
6931,0.0139244,nan,nan,0.013849,-5.554,nan,nan,0.296706,3.54458,533.712,nan,nan,3.54736
6932,0.0139594,nan,nan,0.0138975,-5.554,nan,nan,0.296596,3.54411,533.737,nan,nan,3.54892
